id,home_type,offer,asking_price,building_age_max,bedrooms,bed_type_num,bathrooms,furnished,parking_spots,parking_type,locker_type,sqft_min,sqft_max,sqft,maintenance_fee,photo_count,pool,pets_permitted,has_locker,has_balcony,distance_to_dt
635441,Condo,Sale,959900,23,0.0012507817385866166,2.1,0.0012507817385866166,No,0,Underground,Owned,1400,1599,NA,1407.15,37,None,Restrictions,TRUE,1,1.3180068005305898
633563,Condo,Sale,578000,30,0.0016680567139282735,2.1,0.0016680567139282735,No,8.340283569641367e-4,Underground,None,1000,1199,1217,710,13,None,Restrictions,FALSE,1,25.60206931194288
632741,Condo,Sale,1017400,1,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Owned,900,999,NA,425.89,10,None,Restrictions,TRUE,1,13.139021028275982
633199,Condo,Sale,237000,49,0.003003003003003003,3,0.001001001001001001,No,0.001001001001001001,Underground,Exclusive,900,999,0,810.09,7,None,Restrictions,TRUE,1,20.20079252421682
632453,Condo,Sale,1199000,6,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Owned,900,999,909,557.25,7,None,Restrictions,TRUE,1,3.0629310496412736
633023,Condo,Sale,541900,18,0.0011123470522803114,1.1,0.0011123470522803114,No,0,NA,Owned,800,899,796,489.18,11,None,Restrictions,TRUE,1,10.193117853121638
632421,Condo,Sale,849000,1,0.002224694104560623,2.1,0.002224694104560623,No,0.0011123470522803114,Underground,Owned,800,899,NA,478,3,None,Restrictions,TRUE,1,14.970073454879099
631977,Condo,Sale,725000,7,0.001430615164520744,1.1,0.001430615164520744,No,0.001430615164520744,Underground,Owned,600,699,634,565,25,None,Restrictions,TRUE,1,3.4984981321346034
632029,Condo,Sale,519900,47,0.002002002002002002,2,0.001001001001001001,No,0.001001001001001001,Underground,Ensuite,900,999,851,494.01,27,None,Restrictions,TRUE,1,16.94954329870664
632025,Condo,Sale,886600,5,0.002002002002002002,2.1,0.002002002002002002,No,0.002002002002002002,Underground,Owned,900,999,925,781.31,14,None,Restrictions,TRUE,1,15.804485110566905
632771,Condo,Sale,759900,1,0.001430615164520744,1.1,0.002861230329041488,No,0,Underground,None,600,699,NA,492.19,5,None,Restrictions,FALSE,1,1.5706474304864957
631989,Condo,Sale,665000,1,0.002861230329041488,2,0.002861230329041488,No,0.001430615164520744,Underground,Owned,600,699,NA,523.18,37,None,Restrictions,TRUE,1,11.746349168909632
632101,Condo,Sale,799999,30,0.0014295925661186562,2.1,0.0014295925661186562,No,7.147962830593281e-4,Underground,None,1200,1399,NA,901.85,4,None,Restrictions,FALSE,1,1.5142663925476987
630727,Condo,Sale,492000,43,0.0016680567139282735,2,0.0016680567139282735,No,8.340283569641367e-4,Underground,None,1000,1199,1203,871.68,22,None,Restrictions,FALSE,1,19.60393382749844
630879,Condo,Sale,699000,34,0.0011123470522803114,1,0.0011123470522803114,No,0,NA,Owned,800,899,0,528,10,None,Restrictions,TRUE,0,0.3794101766019927
632745,Condo,Sale,728000,1,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Owned,Owned,700,799,NA,410,5,None,Restrictions,TRUE,1,14.790004930160704
630579,Condo,Sale,815000,31,0.0016680567139282735,2,0.0016680567139282735,No,8.340283569641367e-4,Underground,Owned,1000,1199,1175,907.1,39,None,Restrictions,TRUE,1,11.587450161588517
631019,Condo,Sale,850000,4,0.001430615164520744,1.1,0.001430615164520744,No,0.001430615164520744,Underground,Owned,600,699,638,510.96,18,None,Restrictions,TRUE,1,0.7352956572513889
630713,Condo,Sale,679000,14,0.0012515644555694619,1.1,0.0012515644555694619,No,0,Underground,Exclusive,700,799,651,618.04,39,None,Restrictions,TRUE,1,0.4699175376116945
631027,Condo,Sale,745888,15,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Owned,900,999,0,780.53,29,None,Restrictions,TRUE,1,12.95166481500538
631907,Condo,Sale,499900,12,NA,0.1,0.002004008016032064,No,0.002004008016032064,Underground,None,0,499,393,343.01,17,None,Restrictions,FALSE,1,1.5712832536854415
631743,Condo,Sale,1225000,4,0.002224694104560623,2,0.002224694104560623,No,0.0011123470522803114,Underground,Owned,800,899,829,788.83,21,None,Restrictions,TRUE,1,3.027778460992719
631719,Condo,Sale,828000,16,0.0016680567139282735,2,0.0016680567139282735,No,8.340283569641367e-4,Underground,Owned,1000,1199,1070,924.07,30,None,Restrictions,TRUE,1,11.330162803215252
629463,Condo,Sale,1088000,2,0.002224694104560623,2,0.002224694104560623,No,0.0011123470522803114,Underground,Owned,800,899,830,570.87,16,None,Restrictions,TRUE,1,0.642389194670305
628811,Condo,Sale,779900,11,0.0025031289111389237,2,0.0012515644555694619,No,0.0012515644555694619,Underground,Owned,700,799,755,619.4,39,None,Restrictions,TRUE,1,3.177816532510679
631739,Condo,Sale,449000,1,NA,0.1,0.002004008016032064,No,0,Underground,Owned,0,499,312,267.43,17,None,Restrictions,TRUE,1,2.154763547193707
629987,Condo,Sale,729000,0,0.001430615164520744,1.1,0.001430615164520744,No,0,NA,None,600,699,580,386.81,10,None,Restrictions,FALSE,1,1.988973300401246
630865,Condo,Sale,695000,42,0.0014295925661186562,2.1,0.0014295925661186562,No,7.147962830593281e-4,Underground,None,1200,1399,1294,936.59,29,None,Restrictions,FALSE,1,16.94205147172414
631363,Condo,Sale,377500,50,0.002002002002002002,2,0.001001001001001001,No,0.001001001001001001,Underground,None,900,999,0,600.3,4,None,Restrictions,FALSE,1,19.15616926343768
628981,Condo,Sale,669990,2,0.001430615164520744,1.1,0.001430615164520744,No,0,NA,Owned,600,699,656,428.5,40,None,Restrictions,TRUE,1,2.5169448000897936
629857,Condo,Sale,880000,7,0.0025031289111389237,2.1,0.0025031289111389237,No,0.0012515644555694619,Underground,Owned,700,799,745,506.64,40,None,Restrictions,TRUE,1,3.2455840259098196
630711,Condo,Sale,599000,1,0.002004008016032064,1,0.002004008016032064,No,0,NA,Owned,0,499,452,372.77,12,None,Restrictions,TRUE,1,2.154763547193707
629159,Condo,Sale,599000,2,0.002004008016032064,1,0.002004008016032064,No,0,NA,None,0,499,483,358.67,10,None,Restrictions,FALSE,1,2.455514737163604
630331,Condo,Sale,1288000,4,0.0016680567139282735,2.1,0.0016680567139282735,No,8.340283569641367e-4,Underground,Owned,1000,1199,1083,722.83,34,None,Restrictions,TRUE,1,10.260485330109628
628861,Condo,Sale,670000,8,0.001430615164520744,1.1,0.001430615164520744,No,0.001430615164520744,Underground,Owned,600,699,590,443.78,31,None,Restrictions,TRUE,1,10.988907641728135
628701,Condo,Sale,538000,18,0.001669449081803005,1,0.001669449081803005,No,0,NA,None,500,599,560,498.55,21,None,Restrictions,FALSE,1,1.894880436927278
629985,Condo,Sale,1215000,1,0.0025020850708924102,3,0.0016680567139282735,No,0,NA,None,1000,1199,NA,0,18,None,Restrictions,FALSE,1,1.5706474304864957
628897,Condo,Sale,469999,21,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Owned,900,999,917,1136.15,NA,None,No,TRUE,1,20.757882017671477
629667,Condo,Sale,799900,2,0.001430615164520744,1.1,0.001430615164520744,No,0,NA,Owned,600,699,645,476.23,22,None,Restrictions,TRUE,1,1.455888305303517
628657,Condo,Sale,799000,NA,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Underground,Owned,700,799,NA,0,11,None,Restrictions,TRUE,1,14.970073454879099
627171,Condo,Sale,682000,NA,0.002861230329041488,2,0.002861230329041488,No,0.001430615164520744,Underground,Owned,600,699,NA,540.65,38,None,Restrictions,TRUE,1,11.746349168909632
627375,Condo,Sale,769000,24,0.0016680567139282735,2,0.0016680567139282735,No,0,Underground,Exclusive,1000,1199,1056,1041.51,26,None,Restrictions,TRUE,1,2.5066587520935917
627933,Condo,Sale,720000,14,0.0025031289111389237,2,0.0012515644555694619,No,0.0012515644555694619,Underground,None,700,799,730,813,40,None,Restrictions,FALSE,1,5.099748830070355
627159,Condo,Sale,995000,NA,0.0016680567139282735,2,0.0016680567139282735,No,8.340283569641367e-4,Underground,Exclusive,1000,1199,NA,1814.72,29,None,No,TRUE,1,4.984749641805457
627005,Condo,Sale,499000,6,NA,0.1,0.002004008016032064,No,0,Underground,Owned,0,499,468,322.29,13,None,Restrictions,TRUE,1,6.475163906721004
628147,Condo,Sale,565000,1,0.001669449081803005,1,0.001669449081803005,No,0.001669449081803005,Underground,Owned,500,599,NA,0,13,None,Restrictions,TRUE,1,17.013658279122616
627199,Condo,Sale,1199000,26,8.892841262783459e-4,2,8.892841262783459e-4,No,8.892841262783459e-4,Underground,Owned,2000,2249,1937,1578.96,22,None,Restrictions,TRUE,1,17.282123533938016
628341,Condo,Sale,799999,36,0.0014295925661186562,2.1,0.0014295925661186562,No,0.0014295925661186562,Underground,Ensuite,1200,1399,1347,1132.25,11,None,Restrictions,TRUE,0,15.054526725937261
627379,Condo,Sale,729800,34,0.0011123470522803114,1,0.002224694104560623,No,0.0011123470522803114,Underground,None,800,899,853,725.9,29,None,No,FALSE,0,1.6156920971090478
627915,Condo,Sale,1049000,14,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,NA,Owned,900,999,967,747.83,27,None,Restrictions,TRUE,0,4.006095177884583
627445,Condo,Sale,695000,0,0.001430615164520744,1,0.001430615164520744,No,0,NA,Owned,600,699,624,380.64,17,None,Restrictions,TRUE,1,0.9292757262922214
627381,Condo,Sale,499900,21,NA,0.1,0.001669449081803005,No,0,Underground,Owned,500,599,520,381,31,None,Restrictions,TRUE,1,2.4102338874431757
627747,Condo,Sale,1499000,38,0.0012507817385866166,2,0.0012507817385866166,No,6.253908692933083e-4,Underground,Exclusive,1400,1599,1505,1270.95,35,None,Restrictions,TRUE,1,3.3473675968842813
628609,Condo,Sale,599000,30,0.0012515644555694619,1.1,0.0012515644555694619,No,0.0012515644555694619,Underground,None,700,799,700,820.99,8,None,Restrictions,FALSE,0,2.111669288469694
628133,Condo,Sale,1125000,4,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Exclusive,900,999,916,544.32,26,None,Restrictions,TRUE,1,1.7533367874018693
628547,Condo,Sale,658000,16,0.001430615164520744,1.1,0.001430615164520744,No,0.001430615164520744,Underground,Owned,600,699,678,506.21,31,None,Restrictions,TRUE,1,14.938861877888051
627983,Condo,Sale,609888,10,0.0012515644555694619,1,0.0025031289111389237,No,0.0012515644555694619,Underground,Owned,700,799,720,709.96,12,None,Restrictions,TRUE,1,11.339811069937381
625389,Condo,Sale,639900,NA,0.001430615164520744,1.1,0.002861230329041488,No,0.001430615164520744,Underground,Owned,600,699,NA,325.85,21,None,Restrictions,TRUE,1,13.873659273360339
628747,Condo,Sale,799990,5,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Underground,Owned,700,799,NA,604.26,24,None,Restrictions,TRUE,1,10.328633037463126
626579,Condo,Sale,699900,1,0.001669449081803005,1.1,0.001669449081803005,No,0.001669449081803005,Underground,Owned,500,599,NA,0.54,15,None,Restrictions,TRUE,1,11.395595723716253
626567,Condo,Sale,958000,15,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Owned,900,999,980,811.48,21,None,Restrictions,TRUE,0,2.541586668512981
626801,Condo,Sale,768000,7,0.001430615164520744,1.1,0.001430615164520744,No,0,Underground,None,600,699,661,520.83,35,None,Restrictions,FALSE,1,0.6761741348731852
625347,Condo,Sale,489900,8,NA,0.1,0.002004008016032064,No,0,NA,Owned,0,499,NA,311.63,40,None,Restrictions,TRUE,1,1.608213641032227
628449,Condo,Sale,595000,7,0.001430615164520744,1.1,0.001430615164520744,No,0.001430615164520744,Underground,None,600,699,NA,365.54,30,None,Restrictions,FALSE,1,10.060534892321087
625913,Condo,Sale,1279900,35,0.0012507817385866166,2,0.0012507817385866166,No,6.253908692933083e-4,Underground,Exclusive,1400,1599,1454,1850,24,None,Restrictions,TRUE,0,4.433104685409138
625495,Condo,Sale,1459900,35,0.0011117287381878821,2,0.0011117287381878821,No,0.0011117287381878821,Underground,Exclusive,1600,1799,1733,1666.98,34,None,Restrictions,TRUE,0,3.4244836298824146
625587,Condo,Sale,569000,NA,NA,0.1,0.002004008016032064,No,0.002004008016032064,Underground,Owned,0,499,486,535.08,11,None,No,TRUE,0,0.917715885664511
625533,Condo,Sale,1249900,1,0.0025020850708924102,3,0.0016680567139282735,No,8.340283569641367e-4,Underground,Owned,1000,1199,1139,1006.92,36,None,Restrictions,TRUE,1,1.6100885900204518
625633,Condo,Sale,999000,9,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Exclusive,900,999,952,1107,36,None,Restrictions,TRUE,1,2.959967481534163
626169,Condo,Sale,765000,4,0.001430615164520744,1.1,0.001430615164520744,No,0,NA,None,600,699,583,509.18,25,None,Restrictions,FALSE,1,0.6615609034186911
626173,Condo,Sale,1329000,15,0.0014295925661186562,2.1,0.0014295925661186562,No,0.0014295925661186562,Underground,Owned,1200,1399,1030,812.61,34,None,Restrictions,TRUE,0,1.8360599881606092
624997,Condo,Sale,949900,8,0.0016680567139282735,2.1,0.0016680567139282735,No,0.0016680567139282735,Underground,Owned,1000,1199,1010,867.14,10,None,Restrictions,TRUE,1,1.2384645563156302
624407,Condo,Sale,579900,5,0.001669449081803005,1,0.001669449081803005,No,0,NA,None,500,599,561,445.2,22,None,Restrictions,FALSE,1,0.9054107032189805
625155,Condo,Sale,895000,23,0.002002002002002002,2,0.002002002002002002,No,0.001001001001001001,Underground,Exclusive,900,999,963,826.52,25,None,Restrictions,TRUE,0,1.3147121297581086
625921,Condo,Sale,899900,1,0.0033370411568409346,3,0.002224694104560623,No,0,NA,None,800,899,882,585.04,40,None,Restrictions,FALSE,1,2.82428977659927
624539,Condo,Sale,789990,1,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Owned,None,700,799,756,756.91,40,None,Restrictions,FALSE,1,5.73135263273479
624691,Condo,Sale,449000,49,0.002002002002002002,2,0.001001001001001001,No,0.001001001001001001,NA,None,900,999,NA,758.74,28,None,Restrictions,FALSE,1,11.816707028182433
625701,Condo,Sale,665000,NA,0.001430615164520744,1,0.001430615164520744,No,0.001430615164520744,Underground,Owned,600,699,648,520,21,None,Restrictions,TRUE,1,10.328633037463126
624601,Condo,Sale,1180000,6,0.002224694104560623,2,0.002224694104560623,No,0.0011123470522803114,Underground,Owned,800,899,825,730.37,32,None,Restrictions,TRUE,1,3.390052384870076
628355,Condo,Sale,599000,44,0.0012507817385866166,2.1,0.0012507817385866166,No,0.0012507817385866166,Underground,Ensuite,1400,1599,1450,1255,25,None,Restrictions,TRUE,1,18.583686600351644
628061,Condo,Sale,499900,48,0.00333889816360601,2,0.001669449081803005,No,0.001669449081803005,Owned,Owned,500,599,0,707.59,35,None,Restrictions,TRUE,1,10.353862790645971
624641,Condo,Sale,359000,11,0.0012515644555694619,1.1,0.0012515644555694619,No,0.0012515644555694619,Underground,Owned,700,799,733,581.82,36,None,Restrictions,TRUE,1,9.901659645784889
622843,Condo,Sale,879000,1,0.002224694104560623,2,0.0011123470522803114,No,0.0011123470522803114,Underground,None,800,899,NA,519.6,10,None,Restrictions,FALSE,1,6.969383732834283
622871,Condo,Sale,765000,33,0.0011123470522803114,1.1,0.0011123470522803114,No,0,Underground,Exclusive,800,899,882,993.13,21,None,Restrictions,TRUE,0,3.649086487180252
622937,Condo,Sale,649900,45,0.0014295925661186562,2.1,0.0014295925661186562,No,7.147962830593281e-4,Underground,Ensuite,1200,1399,1310,1057,31,None,No,TRUE,1,17.7729315050799
624537,Condo,Sale,768000,2,0.001669449081803005,1,0.001669449081803005,No,0,Underground,Owned,500,599,514,414.25,35,None,Restrictions,TRUE,1,7.19396721790674
622933,Condo,Sale,729888,0,0.001430615164520744,1.1,0.001430615164520744,No,0,NA,Owned,600,699,0,441.99,20,None,Restrictions,TRUE,1,0.6332523020194182
623287,Condo,Sale,1019000,5,0.0012507817385866166,2,0.0012507817385866166,No,0,Underground,None,1400,1599,NA,1056.16,11,None,Restrictions,FALSE,0,9.455060231959196
624413,Condo,Sale,649000,NA,0.002224694104560623,2.1,0.002224694104560623,No,0.0011123470522803114,Underground,Owned,800,899,839,605,22,None,Restrictions,TRUE,1,18.960283169956316
622699,Condo,Sale,759000,1,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Owned,None,700,799,NA,0,13,None,Restrictions,FALSE,1,11.395595723716253
622141,Condo,Sale,565000,1,0.001669449081803005,1.1,0.001669449081803005,No,0.001669449081803005,Underground,None,500,599,NA,289,5,None,Restrictions,FALSE,1,14.970073454879099
621883,Condo,Sale,869000,4,0.001001001001001001,1.1,0.002002002002002002,No,0.001001001001001001,Underground,Owned,900,999,913,876.87,24,None,Restrictions,TRUE,1,2.7859173865634963
622313,Condo,Sale,1371292,4,0.0016680567139282735,2,0.0016680567139282735,No,0,Underground,None,1000,1199,1025,851.25,34,None,Restrictions,FALSE,1,3.027778460992719
621497,Condo,Sale,819000,NA,0.002224694104560623,2,0.002224694104560623,No,0.0011123470522803114,Underground,Owned,800,899,NA,442.26,2,None,Restrictions,TRUE,1,14.980167831433274
622183,Condo,Sale,599000,48,0.0012515644555694619,1,0.0012515644555694619,No,0,Underground,Exclusive,700,799,741,635,28,None,Restrictions,TRUE,1,2.6987433188517462
622065,Condo,Sale,645000,3,0.002004008016032064,1,0.002004008016032064,No,0.002004008016032064,Underground,Owned,0,499,NA,569.62,12,None,Restrictions,TRUE,1,2.5968204682945433
624019,Condo,Sale,1099900,6,0.0016680567139282735,2,0.0016680567139282735,No,8.340283569641367e-4,Underground,Owned,1000,1199,1065,862,27,None,Restrictions,TRUE,1,1.2448132286174587
623043,Condo,Sale,849900,NA,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Underground,Exclusive,700,799,NA,519.67,5,None,Restrictions,TRUE,1,14.970073454879099
621309,Condo,Sale,525000,39,0.002144388849177984,3,0.0014295925661186562,No,7.147962830593281e-4,Underground,None,1200,1399,1097,650,17,None,No,FALSE,1,21.559932938241797
621683,Condo,Sale,899988,4,0.0025031289111389237,2.1,0.0025031289111389237,No,0.0012515644555694619,Underground,Owned,700,799,775,718.08,24,None,Restrictions,TRUE,1,1.8694971020605275
626315,Condo,Sale,898880,14,0.0012515644555694619,1.1,0.0025031289111389237,No,0.0012515644555694619,Underground,Owned,700,799,760,618.82,30,None,Restrictions,TRUE,1,1.9262109547658541
623101,Condo,Sale,799900,5,0.002224694104560623,2,0.002224694104560623,No,0.0011123470522803114,Owned,Exclusive,800,899,NA,543.7,7,None,Restrictions,TRUE,1,14.980167831433274
622193,Condo,Sale,819900,NA,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Underground,Exclusive,700,799,NA,432.33,3,None,Restrictions,TRUE,1,14.948706001853518
622155,Condo,Sale,799900,NA,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Underground,Exclusive,700,799,NA,510.27,7,None,Restrictions,TRUE,1,14.980167831433274
620705,Condo,Sale,598800,NA,0.001669449081803005,1.1,0.001669449081803005,No,0.001669449081803005,Underground,Owned,500,599,NA,335,8,None,Restrictions,TRUE,1,14.970073454879099
624007,Condo,Sale,1190000,NA,0.0033370411568409346,3,0.002224694104560623,No,0.0011123470522803114,Shared,None,800,899,NA,552,NA,None,Restrictions,FALSE,0,5.152254081195338
620195,Condo,Sale,795000,47,0.001876172607879925,3,0.0012507817385866166,No,6.253908692933083e-4,Underground,Exclusive,1400,1599,1407,1006.68,23,None,Restrictions,TRUE,1,14.978389809914521
624697,Condo,Sale,650000,10,0.001430615164520744,1.1,0.002861230329041488,No,0.001430615164520744,Underground,Owned,600,699,691,566.8,14,None,Restrictions,TRUE,1,1.0175292161746314
619905,Condo,Sale,579900,1,0.001669449081803005,1.1,0.001669449081803005,No,0,NA,None,500,599,NA,444,5,None,Restrictions,FALSE,0,13.843258986586916
621191,Condo,Sale,680000,1,0.001430615164520744,1.1,0.002861230329041488,No,0.001430615164520744,Underground,Owned,600,699,NA,0,3,None,Restrictions,TRUE,1,14.948706001853518
621329,Condo,Sale,359900,NA,0.0025031289111389237,2,0.0012515644555694619,No,0.0012515644555694619,Underground,None,700,799,0,566.47,14,None,Restrictions,FALSE,0,11.191776238760577
620437,Condo,Sale,584900,49,0.0014295925661186562,2.1,0.0014295925661186562,No,7.147962830593281e-4,Underground,Ensuite,1200,1399,0,819,30,None,Restrictions,TRUE,1,19.989196801043605
618681,Condo,Sale,1499000,9,0.0014295925661186562,2.1,0.002144388849177984,No,7.147962830593281e-4,Underground,Owned,1200,1399,1316,1307.35,40,None,Restrictions,TRUE,1,2.959967481534163
618857,Condo,Sale,575000,15,0.002224694104560623,2,0.002224694104560623,No,0.0011123470522803114,Owned,Owned,800,899,800,504.63,14,None,Restrictions,TRUE,1,26.797339335254122
619385,Condo,Sale,849000,3,0.0012515644555694619,1.1,0.0012515644555694619,No,0,Underground,None,700,799,NA,888.44,20,None,Restrictions,FALSE,1,3.8215918608309805
619395,Condo,Sale,799000,3,0.001430615164520744,1,0.001430615164520744,No,0,Underground,None,600,699,NA,845.54,15,None,Restrictions,FALSE,1,3.8215918608309805
618763,Condo,Sale,779000,1,0.0025031289111389237,2,0.0025031289111389237,No,0.0012515644555694619,Owned,Owned,700,799,NA,0,15,None,Restrictions,TRUE,1,11.395595723716253
618993,Condo,Sale,549000,NA,0.001669449081803005,1,0.001669449081803005,No,0.001669449081803005,Underground,Owned,500,599,NA,294.3,38,None,Restrictions,TRUE,1,11.395595723716253
